keyword,mcat_name,mcat_id
Motar Starter,Motor Starter,33567
Siemens 7.5 KW 2 HP Electric Motor,Siemens Electric Motor,184089
Unbalance Vibratory Motors,Vibration Motor,2743
Sew Brake Motor,Brake Motors,21078
ABB Three Phase Induction Motor,ABB Induction Motor,193239
Oriental motor,Stepper Motor,18794
3 phase auto starter,3 Phase Motor Starter,226794
Type 200 17 Inch Copper Exhaust Fan Motor,Exhaust Fan Motor,28080
Openable Gate Motor,Gate Motor,29337
hollow shaft encoder,Hollow Shaft Encoders,30451
pbl-right-angled-helical-bevel-geared-motor,Helical Geared Motor,43308
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF00-1MA0 2.7 kW,Siemens Servo Motors,184102
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-1SA0  2.7 kW,Siemens Servo Motors,184102
Foredom Flex Shaft Motor,Flexible Shaft Motor,189999
lift-motor,Lift Motor,77611
aira mild steel pneumatic rotary actuator,Pneumatic Rotary Actuators,183587
flange type 25 hp motor,Crompton Greaves Motor,126348
3 phase dol motor starter,DOL Starter,26266
Siemens Three Phase Electric Motor,Siemens Electric Motor,184089
Lubi Electrical Motor,Three Phase Electric Motor,52930
Moter stater,Motor Starter,33567
HUMSER 12V 10RPM,DC Micro Motors,25372
geared motor,Gear Motor,29373
2285625342 statorhv 2030,Stators,7863
slipring motor,Slip Ring Motor,37228
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0SB0 0.12 kW,Siemens Servo Motors,184102
Kisrloskar Motar,Klockner Motoren,206066
Gate Motor,Electric Sliding Gate Motor,52905
vibratory motor,Vibration Motor,2743
270Hp Siemens Motor,Siemens Electric Motor,184089
bft deimos bt a600 gate motor,Electric Sliding Gate Motor,52905
Panasonic Servo Motor MHMF042L1U2M  400Watt,Panasonic AC Servo Motor,187161
3000 rpm Siemens 1FL6062-1AC61-0AA1 Servo Motor,Siemens Servo Motors,184102
fv5029 010,Cooler Motor,52897
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0SB0 0.57 kW,Siemens Servo Motors,184102
fv5029-010,Cooler Motor,52897
DC Motor Carbon Brushes,DC Motor Carbon Brushes,133005
Three Phase Dol Motor Starter,DOL Starter,26266
three phase 2800 rpm 2 0.25 hp electric vibro motor,Vibration Motor,2743
Motor Encoder,Motor Encoder,166373
macwell brand motor,Macwell Motor,203386
macwel brand motor,Single Phase Motors,9484
gearmoter,Gear Motor,29373
3 phase 40 hp oil starter,Oil Starter,142116
my cool star,Cooler Motor,52897
DC Shunt Motor,Shunt Motor,19084
Cooler Motor 1 Inch,Cooler Motor,52897
Stirrer Motor,Stirrer Motors,30367
Acurater plate,Motor Plate,190101
Weg- Germany 2880RPM Motor,Weg Electric Motor,184089
pump-starter,Pump Starter,146491
2283752193 motor6v 20a,DC Motor,445
Fanuc AC Servo Motor 0.35kW 6000 A06B-0115-B103 and Pulsecoder,Fanuc Servo Motor,445329
PowerSpeed Armature For 9005 N Makita,Armature,25
Crompton Motor 10 HP 960 Rpm,Crompton Greaves Motor,126348
Blower Motors,Blower Motors,23098
three phase 2800 rpm 2 0.25 hp single phase vibro motors,Vibration Motor,2743
AC Induction Motor,AC Induction Motor,21550
Siemens 1440RPM Three Phase Flange Motor,Siemens Electric Motor,184089
Havells Induction Motors,Havells Induction Motors,203370
cast iron general,Cast Iron Motor,122215
AC Motor,AC Motor,444
20 hp motor,Crompton Greaves Motor,126348
rs 555 high speed dc motor 5000rpm,High Speed DC Motor,4463
dc ware,DC Motor,445
ABB 50 HP Three Phase Electric Motors,ABB Electric Motor,181114
electric-actuator,Valve Actuators,40795
dc 12v gear motor,DC Geared Motor,25556
CG make  electric motor,Crompton Greaves Motor,126348
1le7501‑1bb23‑5aa4,Siemens Servo Motors,184102
brush for electronics,Industrial Carbon Brushes,145615
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0 1 kW,Siemens Servo Motors,184102
power-tool-carbon-brush,Power Tool Carbon Brush,190885
thrive architect latest version,DC Motor,445
Kirloskar make electric motor,Kirloskar Electric Motor,185261
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RB1,Synchronous Motor,18917
Hindustan Geared Motors,Hindustan AC Motor,203386
vibro shift motor,Vibration Motor,2743
Steper Motor,Stepper Motor,18794
bonfiglioli riduttori motor be71-b4 230/400-50 ip55 clf b5,Bonfiglioli Geared Motor,193153
Stater,Stators,7863
Motor 160kw,Three Phase Electric Motor,52930
Bharat Bijlee Electric Motor,Bharat Bijlee AC Motor,203388
75 HP Crompton Industrial Motors,Crompton Greaves Industrial Motors,193884
Double Motor Vacuum Cleaner,Double Side Vacuum Motor,443716
synchronous-motor,Single Phase AC Synchronous Motor,19219
C Beam Linear Actuator,Linear Actuator,32181
Siemens Make Electric Motor,Siemens Electric Motor,184089
Abb Make Electric Motor,ABB Electric Motor,181114
5r/min 1.5w 50/60hz motor,DC Motor,445
Direct Drive Motor For Juki,Spindle Motors,38084
5hp flour mill motor,Flour Mill Electric Motor,182597
Alternator Carbon Brush,Carbon Brush,903
5hp motor,Single Phase Motors,9484
Vane Type Hydraulic Motor,Vane Type Hydraulic Motor,19908
Crompton Industrial Motors 75 hp,Crompton Greaves Industrial Motors,193884
11KW Kirloskar Electric Motor,Kirloskar Electric Motor,185261
3 phase 2 piece l&t Motor Starter,3 Phase Motor Starter,226794
DOL STRTERS,DOL Starter,26266
ng80,Three Phase Electric Motor,52930
general electric sfk01,Electric Motor,1274
Heavy Duty Rotary Air Motor,Air Motors,21680
ac motor indoor,AC Motor,444
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,Siemens Servo Motors,184102
dc-motor-spare,DC Motor,445
Motor Parts,Motor Parts,150022
वाइब्रो शिफ्ट मोटर,Vibration Motor,2743
Marathon Electric Motor,Marathon Electric Motor,181116
Shakti Dol Starter,DOL Starter,26266
2 HP single phase,Single Phase Motors,9484
6ik180gu 240 w motor,Siemens Servo Motors,184102
Telemetry Encoder Unit,Motor Encoder,166373
dc-geared-motor,DC Geared Motor,25556
Motorized Actuators,Motorized Actuators,167393
Dc Brake For Electric Motor,Brake Motors,21078
desert type aluminum 32 mm 1 inch kit cooler motor,Cooler Motor,52897
1.5 kw crompton single phase motor,Single Phase Electric Motor,52927
ac motor 20w,AC Motor,444
Dc fan motor,Fan Motor,28231
ac motor 10w,AC Motor,444
10hp motor,Three Phase Motor,2415
6FC5357-0BA11-1AE0,Siemens Servo Motors,184102
Indigo Self Armature,Self Armature,443618
leadshine l7 series servo ac servo motor,AC Servo Motor,14970
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,Siemens Servo Motors,184102
10m3flow rate 30 mtr headpumpwith motor,Pump with Motor,131722
Traction Motor,Lift Motor,77611
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,AC Servo Motor,14970
Dol Motor Starters Paragon,DOL Starter,26266
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,Siemens Servo Motors,184102
3 phase motor start,3 Phase Motor Starter,226794
oil-filled 3 hp 25 single phase motor starter,Single Phase Motor Starter,226793
SMC Electric Actuator,SMC Actuators,203381
1FK2104-6AF11-0MB0,Siemens Servo Motors,184102
digital dol starter,DOL Starter,26266
Slider Type Electric Actuator,Electric Actuator,27216
seedprod latest version,Stepper Motor,18794
Siemens 75 HP Foot Mounted Electric Motors,Siemens Electric Motor,184089
Grow art 3 phase hybrid,Motor Starter,33567
gbru 1 min auto switch,Motor Automatic Switch,140407
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,Siemens Servo Motors,184102
armature,Motor Armature,167444
ecma-ca1010ss delta servo motor,Delta Servo Motors,193996
table fan motor,Fan Motor,28231
20W ALUMINUM HOUSING,Aluminium Housings,4693
motor panvel,Electric Motor,1274
40 HP  Siemens Electric Motors,Siemens Electric Motor,184089
hindustan package,Hindustan AC Motor,203386
Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905
800 RPM Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905
HF-SP152 servo motor mitsubishi,Mitsubishi Servo Motors,184101
1000 RPM Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905
Gear and Vane Motors,Vane Type Hydraulic Motor,19908
high power mini dc water motors project,DC Motor,445
high power mini dc water motors for project near badlapur,DC Motor,445
775 dc motor bihpuri,DC Motor,445
775 dc motor near agra bichpuri,DC Motor,445
24v dc coffee machine motor,DC Motor,445
Crompton Geared Motor,Crompton Greaves Motor,126348
l&t three phase motor starter,3 Phase Motor Starter,226794
Servo Motor & Variac Motor,Servo Motor,448
Siemens Electric Motors 40 Hp,Siemens Electric Motor,184089
3 phase motor starter without oil automatic,3 Phase Motor Starter,226794
3 phase motor starter near jodhpur without oilautomatic,3 Phase Motor Starter,226794
HP400 Siemens Motor,Siemens Electric Motor,184089
Flange Motors,Flange Motors,6408
Sew Eurodrive CMP50M AC Synchronous Motor,Synchronous Motor,18917
2 hp flange motor,Flange Motors,6408
3 phase motor starter oil free automatic,3 Phase Motor Starter,226794
3 phase motor starter near jodhpur oil freee automatic,3 Phase Motor Starter,226794
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,Three Phase Electric Motor,52930
bonfiglioli brake motor,Bonfiglioli Motors,193155
1 piece ABB Soft Starters,ABB Soft Starters,220182
kenstar desert air cooler motor,Kenstar Cooler Motor,658622
Marathon 1hp motor single phase,Marathon Electric Motor,181116
Make - Marathon 1hp motor single phase,Marathon Electric Motor,181116
Vibro Sifter Motor,Vibration Motor,2743
kirloskar electric motor 10 hp 960 rpm,Kirloskar Electric Motor,185261
desert cooler motor,Cooler Motor,52897
Exhaust Fan Motor,Exhaust Fan Motor,28080
nord gearbox spares,Gearbox Spare Parts,177394
MGM Varvel Brake Motor,Brake Motors,21078
AC Electric Motor,AC Motor,444
Motor Starter .,Motor Starter,33567
c&s dol starter 15hp,DOL Starter,26266
c&s dol starter 15hp near delhi,DOL Starter,26266
10w deep freezer motor,Freezer Motors,177394
bell crack assembly,Bell Housing,136623
Simensh Hp400 Rpm1440,Siemens Electric Motor,184089
StarDental Starter,Starters,7853
Start Dental Starter,Motor Starter,33567
Explosion Proof Electric Motor,Explosion Proof Motors,28119
Industrial dc motor,DC Motor,445
High Torque Square Geared Motor,High Torque Motor,30394
सर्वो मोटर सप्लायर,AC Servo Motor,14970
borewell 2h starter,Motor Starter,33567
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,Siemens Servo Motors,184102
Crompton Induction Motors,Crompton Induction Motors,203369
nema 17 0.9 degree,Stepper Motor,18794
ABB Auto- Lek Ail 94022 A Solenoid Switch,Starter Solenoid Switches,7852
Three phase,Three Phase Motor,2415
nema 17 0.9 degree 22mm lenth,Stepper Motor,18794
New Series Allen Bradley Soft Starter,Allen Bradley Soft Starters,220186
1 for business use piece ABB Soft Starters,ABB Soft Starters,220182
bolero ac motor,Single Phase Motors,9484
150c43nbd smc3 soft starter,Soft Starters,12256
lt mk1 dol motor starter,DOL Starter,26266
Eaton Orbital Motor,Orbital Motor,52919
automatic gate motor,Electric Sliding Gate Motor,52905
Door Motor .,Door Motor,52902
23a paramoon motor starter,Motor Starter,33567
electrical motor for boats,DC Motor,445
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,Siemens Servo Motors,184102
Absolute Shaft Encoder,Shaft Encoder,44166
Permanent Magnet. tech,Permanent Magnet Motor,1275
INVT Servo Motor,AC Servo Motor,14970
1.5 KW Halcyon Three Phase Induction Motor,Three Phase Induction Motor,131725
5 sliding piece 800 kg Gate Motor,Electric Sliding Gate Motor,52905
Synchronous Transformer,Synchronous Motor,19685
FHP Motor,FHP Motor,446
5HP Single Phase Buffing Machine Motor,Single Phase Motors,9484
Motor Brakes,Motor Brakes,33323
1hp three phase ac vibration motor,Vibration Motor,2743
Explosion Proof Motors,Explosion Proof Motors,28119
Aei/Marathon Motor Brush Holder,Carbon Brush Holder,55772
75 Hp Induction Motor,Induction Motors,10971
Squirrel Cage Motors,Squirrel Cage Motors,38675
Pneumatic Diaphragm Actuator,Pneumatic Diaphragm Actuator,183587
3 phase motor starter oil free,3 Phase Motor Starter,226794
3 phase motor starter near jodhpur oil free,3 Phase Motor Starter,226794
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,Hub Motor,65116
helical geared motor 2hp,Helical Geared Motor,43308
helical geared motor 2hp near hyderabad,Helical Geared Motor,43308
deep electricals vibrator motor,Vibration Motor,2743
Single Phase Digital Motor Starter,Single Phase Motor Starter,226793
motor starter spark,Motor Starter,33567
Copper Carbon Brush For Slipring Motor,Carbon Brush,903
750 rpm 1 0.18 kw marathon electric motor,Marathon Electric Motor,181116
Moving Magnetic Linear Motor,Linear Motor,17163
Abb Used Ac Motors,Used AC Motor,178664
5 In 1 Magic Brush,Electric Brushes,108128
Bonfiglioli A Series Gear Motor,Bonfiglioli Geared Motor,193153
Industrial Electric Motor,Industrial Motors,52915
High Speed Motor,High Speed Motor,30367
7.5 kw 10 hp havells induction motor,Havells Induction Motors,203374
Industrial%20Motors,Industrial Motors,52915
Industrial%20Electric Motor,Industrial Motors,52915
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,Siemens Servo Motors,184102
electric motorized actuator,Electric Actuator,27216
armature of stanley sc-16,Armature,25
high power dc water motors project,High Voltage Motor,177165
high power dc water motors for project near badlapur,DC Motor,445
150HP 960 RPM ELECTRIC MOTOR,Crompton Greaves Motor,126348
30HP 960 RPM ELECTRIC MOTOR,Crompton Greaves Motor,126348
600 kg sliding gate motor,Gate Motor,29337
75HP Face Mounted Motor Marathon,Face Mounted Motor,177394
high power dc motors,High Power DC Motor,216767
Switch Reluctance Motor,Reluctance Motors,36192
Tower Fan Motor,Tower Fan Motor,443716
315 KW 1450 RPM ELECTEIC MOTOR,Three Phase Electric Motor,52930
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,Synchronous Motor,18917
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,Synchronous Motor,18917
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,Brake Motors,21078
3 HP 3 Phase Induction Motor 100%copper Winding,Three Phase Induction Motor,131725
Refrigerator Motor,Refrigerator Motor,186074
220hp 960 rpm ELECTRIC MOTOR,Crompton Greaves Motor,126348
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,Siemens Servo Motors,184102
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,Synchronous Motor,18917
Face Mounted Motor marathon 75hp,Marathon Electric Motor,181116
Solenoid Switches,Solenoid Switches,7646
Linear Motor,Linear Motor,17163
200KW Flange Induction Motor,Induction Motors,10971
valve positioner,Valve Positioners,40629
rotex positioner,Valve Positioners,40629
AC Slip Ring Induction Motor,Slip Ring Motor,37228
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,Single Phase Electric Motor,52927
Crompton  1.5HP 2800RPM  Foot Mounted Motor,Foot Mounted Motor,177266
Vending machine parts geair motor DC,DC Geared Motor,25556
15 hp motor,Crompton Greaves Motor,126348
VSI motor,Vane Type Air Motors,84523
Indo Cooler Motor Silver line,Cooler Motor,52897
motor for toto,Replacement Motors,52891
Motor Lamination V-4,Motor Parts,150022
DANFOSS ACTUATOR AME435,Danfoss Actuators,208001
grinding-motor,Grinding Motor,106938
50 n 100 mm linear motor,Linear Motor,17163
Toy motor 3v,Toy Motor,39979
100 mm linear motor,Linear Motor,17163
Crompton Greaves 15HP 960RPM  Foot Mounted  Motor,Crompton Greaves Motor,126348
Crompton  2HP  2800RPM Flange Floor  Mounted  Motor,Crompton Greaves Motor,126348
solenoid switch parts,Solenoid Switch Parts,132955
Crompton  1 HP Mini Sergeant Motor,Crompton Motors,446133
1450 Rpm 1 Hp Motor Cg Make,Three Phase Induction Motor,131725
Motor Lamination V-4,Motor Parts,150022
Crompton  3HP 1440RPM  Foot Cum Flange Motor,Crompton Greaves Motor,126348
Stepper Motor Controller,Stepper Motor Controller,13374
kirloskar 10 hp 1440 rpm original motor,Kirloskar Electric Motor,185261
Single Phase Flange Mounted,Flange Motors,6408
PANASONIC MOTOR,Panasonic AC Servo Motor,187161
Worm Gearbox Motors,Worm Geared Motor,41500
Piston Nebulizer Motor,Piston Motor,105415
Motor Lamination V-6,Motor Parts,150022
Crompton 2HP  Flange Mounted  Motor,Crompton Greaves Motor,126348
mgm brake motors,Brake Motors,21078
Crompton Single Phase 0.5 HP Flange Motor,Crompton Greaves Motor,126348
CG Make 1hp 1440 rpm Flange Mounted Brake Motor,Brake Motors,21078
200HP Abb Induction Motor,ABB Induction Motor,193239
2800 rpm foot mounted abb electric motor,ABB Electric Motor,181114
Flameproof Dol Starter,DOL Starter,26266
Micromotor,DC Micromotors,25372
75 kw 100 hp induction motor,Induction Motors,10971
20hp Abb Induction Motor,ABB Induction Motor,193239
0.25 HP 1440RPM  Ft  Single Phase Double Shaft Motor,Double Shaft Motor,139590
Non Electric Motor,Non-Electric Motor,21680
crompton greaves motor kv ka motor dikhlayiye,Crompton Greaves Motor,126348
2800  rpm 4 foot  mounted abb electric motor,ABB Electric Motor,181114
2800  rpm 4 abb electric motor,ABB Electric Motor,181114
1 HP Texmo Taro Single Phase Motor Starter,Single Phase Motor Starter,226793
Nebulizer Compressor Motor,Nebulizer Motor,184102
0.75 KW Godrej 1158 1HP Electric Motor,Godrej Electric Motor,206364
gec 10 hp 960 rpm industrial motors,Three Phase Motor,2415
Linear Actuator Switch,Motor Automatic Switch,140407
730 Frame Slipring Induction Motor,Slip Ring Motor,37228
noortepar manufacturing plant,Motor,6652
TEFC Motor,TEFC Motor,2999
1hp single phase ac motor,Single Phase Motors,9484
Motor Lamination V-3 70-41-22,Motor Laminations,150167
screed vibrator motor,Concrete Vibrator Motor,184082
godrej lawkim motor lk 4250,Godrej Lawkim Motors,206364
Godrej Lawkim Motor LK-4250,Godrej Lawkim Industrial Motors,203174
ABB 200HP Induction Motor,ABB Induction Motor,193239
High Voltage Closed Air Circuit Air Cooled TP Series Vertical Mounting Induction Motors,High Voltage Motor,177165
Kenstar Motor Rotor Armature,Motor Armature,167444
Fire Safety Solenoid,Solenoid Switches,7646
Induction Brake And Motor 3Hp to 100 HP,Brake Motors,21078
Printer Solenoid Switch,Solenoid Switches,7646
Mini Solenoid Switches,Solenoid Switches,7646
